iteration	errD	errG	D_x	D_G_z1	D_G_z2
514	0.93637	3.08177	0.72367	0.35617	0.0573
515	0.80723	3.30685	0.71693	0.28423	0.04648
516	0.54392	3.78534	0.80372	0.20829	0.03065
517	0.46844	3.677	0.80839	0.16809	0.03095
518	0.51731	4.397	0.87606	0.27635	0.01876
519	0.88477	3.57089	0.67386	0.17908	0.04941
520	1.20781	3.46706	0.73391	0.4269	0.04584
521	1.30126	3.82739	0.61806	0.38826	0.0333
522	0.94591	4.07597	0.68405	0.30094	0.02692
523	1.00626	4.14394	0.67002	0.31214	0.02282
524	1.38232	3.82488	0.59209	0.34147	0.03844
525	1.18019	4.49545	0.67046	0.40273	0.02544
526	1.27653	3.42825	0.53094	0.27433	0.06552
527	1.21687	3.49628	0.71227	0.45317	0.04812
528	0.38569	4.83474	0.90319	0.2368	0.00878
529	0.52609	4.04765	0.75699	0.16683	0.02644
530	0.64782	3.26253	0.7193	0.22121	0.07566
531	0.70529	3.66389	0.8025	0.31789	0.0482
532	0.73168	3.32431	0.71395	0.23674	0.05424
533	0.62952	3.31156	0.77439	0.24337	0.04651
534	0.58909	3.81076	0.7904	0.25367	0.03143
535	0.40498	4.49502	0.84668	0.18006	0.01923
536	0.596	2.9955	0.7078	0.14004	0.13712
537	1.28062	2.79469	0.84096	0.48576	0.11786
538	1.20655	3.42905	0.81616	0.50115	0.06968
539	1.01957	3.55552	0.72031	0.34406	0.05023
540	0.82394	3.29032	0.72511	0.25495	0.05092
541	0.7384	3.7169	0.79036	0.31282	0.03433
542	0.48537	4.68435	0.86376	0.2307	0.01909
543	0.47581	4.3379	0.77942	0.12747	0.02129
544	0.40494	4.26012	0.83304	0.15537	0.01929
545	0.22678	5.5363	0.92775	0.13642	0.0045
546	0.3091	4.75345	0.84525	0.09261	0.01294
547	0.27485	5.11468	0.90731	0.13653	0.00901
548	0.23638	5.88042	0.93368	0.13812	0.00526
549	0.23448	5.70839	0.87822	0.07354	0.00487
550	0.23131	5.71287	0.90303	0.10501	0.0044
551	0.24042	6.43957	0.91565	0.12835	0.00266
552	0.22899	5.94119	0.88352	0.08034	0.00506
553	0.4344	6.26686	0.92342	0.24422	0.00351
554	0.70454	5.39317	0.73018	0.17281	0.01022
555	0.92214	5.24722	0.71925	0.33789	0.00879
556	0.60913	5.75287	0.79103	0.22918	0.00554
557	0.59992	4.6348	0.70678	0.13195	0.02266
558	0.71678	5.0299	0.8192	0.30376	0.01615
559	0.48493	5.94941	0.8749	0.22276	0.00888
560	0.40943	5.49129	0.8209	0.122	0.00816
561	0.70487	5.54186	0.79118	0.26463	0.00829
562	0.56761	6.28778	0.8058	0.23093	0.00311
563	0.52567	5.27685	0.77945	0.14468	0.00937
564	0.64252	4.77965	0.75961	0.22391	0.01305
565	0.5678	5.67852	0.82855	0.25955	0.00742
566	0.7175	4.46962	0.68155	0.15098	0.03074
567	0.71514	4.46239	0.81773	0.3026	0.02397
568	0.57266	4.88385	0.83728	0.2524	0.01561
569	0.51109	4.64588	0.79187	0.15654	0.01626
570	0.37863	4.2215	0.83733	0.12793	0.0207
571	0.31038	4.5879	0.88933	0.14226	0.01473
572	0.24269	4.87401	0.89453	0.09926	0.01178
573	0.18536	5.37075	0.92487	0.08795	0.00764
574	0.16584	5.45639	0.91993	0.06891	0.007
575	0.18848	5.96247	0.93264	0.1009	0.00527
576	0.56525	4.59476	0.79071	0.10541	0.08214
577	0.88369	4.4809	0.85618	0.34317	0.04922
578	0.86156	5.17111	0.85129	0.35895	0.02621
579	0.71131	4.406	0.65519	0.01912	0.01433
580	0.5751	4.00061	0.7412	0.09298	0.02622
581	0.69555	3.54735	0.74779	0.20259	0.04814
582	0.62279	4.3013	0.84003	0.26829	0.0287
583	0.46966	4.66242	0.83295	0.16666	0.01938
584	0.38264	4.83924	0.85702	0.14824	0.01479
585	0.46138	3.80639	0.78496	0.12191	0.0437
586	0.74727	4.65385	0.88477	0.36554	0.02421
587	0.56106	5.08599	0.81295	0.20132	0.01444
588	0.56471	3.83652	0.73084	0.1252	0.04836
589	0.69025	4.03527	0.81438	0.27444	0.0336
590	0.60871	4.4207	0.78749	0.23406	0.0216
591	0.51766	4.12945	0.7808	0.15699	0.03122
592	0.64329	3.37031	0.73534	0.18959	0.06187
593	0.77966	4.08894	0.82495	0.35749	0.03628
594	0.73477	4.03199	0.72915	0.21318	0.03123
595	0.60976	3.7875	0.76949	0.18642	0.03215
596	0.35025	4.705	0.90629	0.20617	0.01577
597	0.31499	4.93963	0.90384	0.17467	0.01137
598	0.29835	4.39299	0.86311	0.11367	0.02016
599	0.44182	4.69626	0.89187	0.24148	0.01423
600	0.41186	5.44266	0.89875	0.23578	0.00847
601	1.67074	4.29118	0.5337	0.13158	0.03788
602	1.36433	3.06398	0.58111	0.22842	0.14162
603	1.46631	3.21078	0.71533	0.44837	0.13018
604	1.16597	3.95483	0.77268	0.41343	0.07141
605	0.83585	4.16294	0.75148	0.24031	0.04555
606	0.76508	3.88683	0.72399	0.21032	0.04359
607	0.64816	3.66084	0.74767	0.19139	0.05477
608	0.78768	4.25507	0.78418	0.28939	0.03394
609	0.50773	4.81046	0.8317	0.18509	0.01961
610	0.43442	4.18991	0.802	0.11193	0.03076
611	0.60201	4.72471	0.88428	0.28065	0.02013
612	0.4295	5.61995	0.87274	0.18096	0.01188
613	0.3347	4.74481	0.79924	0.05653	0.02705
614	0.54414	5.0128	0.80748	0.18325	0.01773
615	0.55692	5.69459	0.82521	0.23165	0.01039
616	0.73271	4.94928	0.71817	0.16788	0.02258
617	1.18272	4.55736	0.69731	0.3782	0.02112
618	1.53147	4.38794	0.58859	0.36624	0.01904
619	1.347	5.02702	0.65441	0.40662	0.01201
620	0.84241	5.70206	0.72892	0.24529	0.00793
621	0.65656	4.75513	0.72929	0.16932	0.01855
622	0.6783	4.3325	0.74582	0.22937	0.02259
623	0.73614	4.23083	0.74399	0.23407	0.02115
624	0.60185	4.4386	0.77302	0.19881	0.01654
625	0.46307	5.10084	0.82437	0.18025	0.0106
626	0.41087	4.35025	0.79835	0.10587	0.02746
627	0.43507	4.80576	0.87414	0.21478	0.01712
628	0.59468	4.09123	0.7699	0.1395	0.03752
629	0.70345	4.2519	0.8215	0.27439	0.02542
630	0.22013	5.95442	0.96797	0.16422	0.00323
631	0.17769	5.90937	0.93295	0.09307	0.0033
632	0.27314	4.88186	0.85499	0.05811	0.01489
633	0.26246	4.82249	0.91238	0.12575	0.01296
634	0.26735	4.91786	0.88987	0.1002	0.01094
635	0.22031	5.24089	0.91741	0.10273	0.00804
636	0.17476	5.63636	0.93306	0.08684	0.00537
637	0.24081	4.90901	0.87827	0.06249	0.01301
638	0.33239	5.36869	0.92471	0.17059	0.00959
639	0.28607	5.52972	0.88936	0.11797	0.01055
640	0.24216	6.2159	0.92886	0.13084	0.00592
641	0.21515	5.98862	0.90237	0.08571	0.00475
642	0.41238	4.23109	0.81332	0.10763	0.07223
643	1.13438	3.99516	0.89236	0.44802	0.05542
644	0.84187	5.28634	0.87553	0.3703	0.02855
645	0.62008	5.31278	0.80975	0.20941	0.01725
646	0.75634	3.74279	0.69278	0.15463	0.07755
647	1.4477	3.59047	0.96284	0.70269	0.03864
648	0.87077	4.72006	0.963	0.4586	0.02093
649	0.96776	4.47257	0.7209	0.24358	0.02189
650	0.6535	4.12897	0.8146	0.22388	0.02418
651	0.82125	4.64574	0.78525	0.31624	0.01794
652	0.6557	4.65475	0.7875	0.24825	0.01543
653	0.60341	3.84353	0.74874	0.19725	0.03999
654	0.65542	4.37657	0.81687	0.29758	0.0263
655	0.77344	4.24206	0.73099	0.2171	0.04036
656	0.85011	4.66899	0.76662	0.31574	0.03569
657	0.68717	4.43044	0.75398	0.23166	0.03209
658	0.53568	4.42381	0.81011	0.20743	0.02325
659	0.68831	4.89225	0.77988	0.26243	0.01663
660	0.61923	4.69843	0.78169	0.21873	0.01644
661	0.57026	3.52674	0.74066	0.16158	0.09764
662	1.0092	4.14877	0.8514	0.42767	0.06047
663	0.84006	4.15244	0.781	0.30688	0.03998
664	0.89197	1.87558	0.60226	0.17689	0.16424
665	1.17102	2.34799	0.68856	0.39966	0.117
666	1.00136	3.18699	0.69599	0.36707	0.07383
667	0.80018	3.46728	0.69831	0.26247	0.0558
668	0.71289	3.55477	0.72781	0.24422	0.04425
669	0.72453	3.51182	0.76036	0.24432	0.04393
670	0.67872	4.36771	0.79996	0.26955	0.02641
671	0.56195	4.15586	0.79835	0.18196	0.0241
672	0.53207	3.59634	0.79482	0.17836	0.044
673	0.46862	4.60154	0.88081	0.23994	0.02589
674	0.38493	4.64057	0.85299	0.14442	0.02294
675	0.39657	3.52649	0.81286	0.11864	0.07794
676	0.83845	4.06997	0.85664	0.36153	0.04572
677	0.94342	3.55737	0.69311	0.23314	0.0497
678	0.90516	3.71181	0.75664	0.33452	0.03593
679	0.68381	3.69526	0.76391	0.22834	0.03306
680	0.61135	4.22307	0.80822	0.24992	0.02243
681	0.3493	5.01269	0.85247	0.14295	0.00831
682	0.65659	3.51367	0.73392	0.11128	0.08923
683	1.22587	3.83263	0.7697	0.39708	0.06052
684	0.85022	4.66316	0.8324	0.32712	0.03275
685	0.7037	4.43118	0.74516	0.18207	0.02588
686	0.63658	3.40051	0.72518	0.15121	0.06506
687	0.59921	3.55761	0.84513	0.2733	0.04955
688	0.5945	3.40313	0.77321	0.19898	0.04787
689	0.51563	3.89527	0.82091	0.21078	0.03101
690	0.4325	4.13428	0.8111	0.14993	0.02427
691	0.51269	3.78134	0.79902	0.15734	0.03336
692	0.59338	4.00641	0.79344	0.20884	0.02482
693	0.59001	4.79361	0.83532	0.26073	0.01466
694	0.38843	5.26333	0.8599	0.15817	0.00976
695	0.65982	3.87509	0.73467	0.10302	0.07853
696	1.19598	3.24661	0.75915	0.35601	0.07842
697	1.00646	4.3465	0.79914	0.39827	0.04169
698	0.33711	5.52433	0.7914	0.03932	0.00452
699	0.59244	4.06063	0.69039	0.04127	0.05307
700	0.67972	3.84984	0.8247	0.2617	0.04381
701	0.54176	4.59635	0.87376	0.26194	0.0252
702	0.81245	3.95218	0.65486	0.15392	0.0337
703	0.66123	3.607	0.75833	0.20868	0.03797
704	0.55453	4.33696	0.81363	0.22616	0.02391
705	0.77985	3.19171	0.65069	0.16997	0.0938
706	1.07769	3.61452	0.79605	0.44107	0.05646
707	0.70438	4.6183	0.82461	0.2939	0.03045
708	0.50251	4.64978	0.81425	0.17157	0.02037
709	0.72066	3.02195	0.64798	0.12658	0.15581
710	1.37321	2.90969	0.78125	0.47779	0.12493
711	1.2962	3.80308	0.77917	0.51186	0.06788
712	0.87444	4.23278	0.75859	0.29726	0.04113
713	0.90281	3.23611	0.62068	0.18578	0.08397
714	0.77456	2.9973	0.71476	0.24703	0.07701
715	0.78543	3.84983	0.91695	0.48485	0.02459
716	0.74165	3.63213	0.76163	0.29096	0.03176
717	0.6094	3.18743	0.75848	0.21584	0.05181
718	0.55622	3.75469	0.8742	0.29665	0.03364
719	0.37175	4.65031	0.89313	0.19096	0.01915
720	1.21568	3.63935	0.57311	0.10859	0.06224
721	0.8234	3.18721	0.74702	0.18505	0.07389
722	0.8953	3.6161	0.85877	0.37903	0.04791
723	0.77726	3.94918	0.80065	0.27214	0.03325
724	1.15326	2.98324	0.56861	0.18515	0.08757
725	0.926	2.97191	0.76025	0.3173	0.07406
726	0.71219	3.68359	0.81229	0.30109	0.044
727	0.63767	4.16678	0.79854	0.25702	0.02712
728	0.5195	3.86267	0.77087	0.15405	0.02986
729	0.62341	3.8509	0.7574	0.23484	0.0292
730	0.69826	4.51775	0.77698	0.30333	0.01888
731	0.54132	4.61758	0.78281	0.18677	0.01512
732	0.50413	2.93216	0.7541	0.14826	0.07903
733	0.5779	4.24918	0.85655	0.28824	0.0424
734	0.65016	3.94772	0.72628	0.19172	0.0395
735	0.59014	4.29529	0.81597	0.24568	0.02746
736	1.07725	3.217	0.59674	0.21273	0.10441
737	1.20698	3.51726	0.7397	0.4318	0.07255
738	0.76413	4.42098	0.82707	0.31351	0.0393
739	0.57526	4.54569	0.77713	0.1735	0.02608
740	0.66273	3.2297	0.67406	0.12685	0.09715
741	1.09684	3.0234	0.67144	0.37178	0.08123
742	0.93459	3.91476	0.75455	0.39952	0.04528
743	0.76948	4.14724	0.71533	0.22763	0.03058
744	0.51043	4.04968	0.79567	0.16304	0.02687
745	0.41897	4.29394	0.84524	0.17255	0.01973
746	0.37791	4.31961	0.8415	0.14936	0.01794
747	0.54006	3.69509	0.74812	0.14047	0.04582
748	0.57282	4.42712	0.85978	0.2633	0.02653
749	0.49118	4.62952	0.70482	0.06683	0.01396
750	0.5361	3.84365	0.70528	0.09526	0.04049
751	0.56022	4.31165	0.8174	0.23346	0.02594
752	0.3953	4.99009	0.8655	0.17756	0.01487
753	0.40177	4.38252	0.77988	0.09644	0.02027
754	0.61901	4.08698	0.78379	0.25642	0.02357
755	0.49129	4.7406	0.84634	0.23832	0.01458
756	0.65857	3.771	0.70488	0.16293	0.04835
757	0.76564	3.88757	0.80974	0.33665	0.03852
758	1.44901	3.64777	0.59081	0.32378	0.04976
759	1.03439	4.18988	0.72511	0.32335	0.03071
760	0.69296	4.53087	0.77112	0.21554	0.02052
761	0.54876	3.87341	0.77448	0.1427	0.03576
762	0.7711	4.37768	0.81245	0.29959	0.0251
763	0.63411	4.79057	0.78547	0.19989	0.01609
764	0.69372	3.37638	0.69952	0.13409	0.08744
765	1.07046	4.18492	0.82085	0.43054	0.0484
766	0.47716	5.62278	0.82328	0.20001	0.0074
767	0.39785	5.56431	0.80298	0.12247	0.00794
768	0.52886	4.03778	0.71704	0.09896	0.06433
769	0.76689	4.09016	0.79894	0.30822	0.04455
770	0.96515	3.84086	0.67068	0.28688	0.03942
771	0.81998	3.48159	0.65429	0.19378	0.04939
772	0.82212	3.80157	0.80347	0.35832	0.03713
773	0.60564	4.31716	0.80772	0.24968	0.02389
774	0.65838	3.83831	0.7542	0.17996	0.03503
775	0.58385	4.21852	0.83342	0.2503	0.02503
776	0.67637	4.04594	0.76649	0.17675	0.02544
777	0.42043	4.33662	0.87136	0.15253	0.01846
778	0.3183	4.72539	0.88114	0.11013	0.01317
779	0.26393	4.62952	0.88377	0.08278	0.01333
780	0.22768	4.95354	0.90613	0.09254	0.01107
781	0.33698	4.26166	0.84455	0.07331	0.05369
782	0.52238	4.96868	0.9066	0.25164	0.03315
783	0.12293	6.82295	0.94364	0.05968	0.00163
784	0.18744	6.29587	0.87563	0.03362	0.00273
785	0.14647	5.40146	0.91422	0.04339	0.00778
786	0.18844	5.76788	0.93071	0.09921	0.00621
787	0.33898	4.57971	0.81359	0.07803	0.03648
788	0.51692	4.73536	0.89023	0.26956	0.02323
789	0.43544	4.95121	0.84484	0.18378	0.01621
790	0.53183	4.2885	0.73454	0.11264	0.03587
791	0.52824	4.27615	0.80747	0.19771	0.02606
792	0.37644	4.71427	0.8826	0.17874	0.01652
793	0.37982	4.55233	0.83875	0.11446	0.01602
794	0.29112	4.51083	0.88197	0.11391	0.01603
795	0.54011	3.2052	0.7156	0.10363	0.11298
796	0.62938	3.65463	0.85438	0.29337	0.06787
797	0.50471	4.4724	0.91928	0.28848	0.03713
798	0.55787	4.54026	0.77608	0.159	0.02484
799	0.46215	3.84742	0.78548	0.11114	0.04094
800	0.38027	4.31472	0.98631	0.29828	0.01608
801	0.20964	5.12507	0.98622	0.16143	0.00957
802	0.13547	5.36842	0.97683	0.09325	0.00692
803	0.09704	5.54858	0.97452	0.06143	0.00522
804	0.10512	5.83381	0.96052	0.05747	0.00392
805	0.12139	5.08049	0.92474	0.03608	0.01165
806	0.23971	5.35614	0.95397	0.16175	0.00836
807	0.16483	6.09011	0.96019	0.10756	0.00495
808	0.28386	5.44876	0.85224	0.05854	0.00854
809	0.39397	3.79454	0.79247	0.07916	0.07615
810	0.698	4.01318	0.88877	0.35014	0.06042
811	0.44585	5.21845	0.93788	0.25539	0.03261
812	0.25869	5.94309	0.95241	0.14584	0.01755
813	0.21884	5.88919	0.91329	0.07909	0.01057
814	0.20431	5.23913	0.90347	0.06653	0.01165
815	0.17899	5.50294	0.93749	0.089	0.00937
816	0.14187	5.88899	0.94169	0.06593	0.00692
817	0.18969	4.51325	0.86718	0.02388	0.024
818	0.21416	6.02378	0.92936	0.10844	0.01237
819	0.11875	7.34549	0.95736	0.05831	0.00634
820	0.0826	7.2375	0.96088	0.03299	0.00396
821	0.10049	6.5068	0.94605	0.03275	0.00384
822	0.11729	6.82699	0.96493	0.0698	0.00264
823	0.11195	7.20245	0.95729	0.05778	0.00174
824	0.09262	7.18001	0.95778	0.04031	0.00146
825	0.07358	7.45312	0.96804	0.03571	0.00102
826	0.06045	7.34729	0.96832	0.0251	0.00096
827	0.26671	4.57678	0.84845	0.02212	0.12847
828	1.2266	4.53365	0.91962	0.43772	0.07438
829	0.83394	5.9532	0.95174	0.3718	0.03764
830	0.46177	7.09234	0.93984	0.19096	0.01904
831	0.35161	6.96302	0.87922	0.09787	0.01066
832	0.30755	5.63333	0.8467	0.05833	0.02527
833	0.37539	5.66541	0.91187	0.19245	0.01537
834	0.22982	5.56937	0.83485	0.02621	0.00483
835	0.17855	5.70091	0.90902	0.0642	0.00399
836	0.26266	4.82827	0.85166	0.04187	0.01327
837	0.31347	5.60684	0.92165	0.16404	0.00825
838	0.2897	5.61408	0.88073	0.09633	0.00716
839	0.24731	5.02901	0.88202	0.07944	0.00995
840	0.44796	4.81414	0.81213	0.13947	0.01328
841	0.36463	6.06351	0.87209	0.15464	0.00716
842	0.53661	4.64608	0.73061	0.08079	0.04108
843	1.05409	4.95209	0.86237	0.40325	0.02493
844	0.61027	5.89578	0.89646	0.24189	0.01322
845	0.74177	4.84555	0.75041	0.14647	0.02028
846	0.68492	5.01996	0.81055	0.25695	0.01641
847	0.48629	5.06005	0.82388	0.1721	0.01354
848	0.39672	4.70271	0.83125	0.12306	0.01839
849	0.34312	4.85494	0.85757	0.13227	0.01449
850	0.25463	5.84073	0.91071	0.12476	0.008
851	0.21048	4.87019	0.84618	0.01302	0.01069
852	0.19656	5.09389	0.89028	0.05627	0.00833
853	0.16392	6.31731	0.92546	0.07044	0.0046
854	0.2278	5.02051	0.86674	0.04427	0.02808
855	0.45442	5.53116	0.92267	0.24999	0.01536
856	0.34961	6.15261	0.89933	0.16773	0.00832
857	0.23466	6.47615	0.90433	0.09106	0.0049
858	0.17306	6.29774	0.92314	0.06815	0.0043
859	0.16832	6.39638	0.92589	0.06872	0.00313
860	0.12367	7.00813	0.94618	0.05497	0.00193
861	0.13698	6.07583	0.91402	0.03597	0.00559
862	0.24354	6.47975	0.92406	0.12958	0.0034
863	0.17042	6.76336	0.92443	0.0715	0.00219
864	0.11078	6.41636	0.94316	0.04088	0.00258
865	0.10049	6.20786	0.95005	0.04205	0.00302
866	0.11864	6.95554	0.96005	0.06894	0.00184
867	0.0814	7.51114	0.96225	0.03807	0.00141
868	0.12321	5.37776	0.9017	0.01223	0.01463
869	0.12977	6.01967	0.94651	0.06268	0.00835
870	0.09408	6.6524	0.9576	0.04377	0.00499
871	0.06316	6.88212	0.96692	0.0258	0.00335
872	0.21888	4.95024	0.88097	0.02221	0.05466
873	0.31256	5.5131	0.93268	0.16384	0.02888
874	0.27266	6.54642	0.96132	0.16956	0.01478
875	0.18772	7.12731	0.93757	0.08783	0.00778
876	0.26877	5.92299	0.8444	0.04672	0.01493
877	0.23534	5.50731	0.90599	0.09106	0.01401
878	0.24006	6.12591	0.93773	0.13587	0.00793
879	0.15512	7.01653	0.95289	0.08585	0.00427
880	0.40099	5.58515	0.82055	0.05088	0.01944
881	0.70703	5.37272	0.82976	0.23572	0.01464
882	0.56187	5.913	0.82576	0.2065	0.00841
883	0.41627	5.87055	0.83803	0.13406	0.00607
884	0.28023	6.09248	0.88538	0.09954	0.00407
885	0.50743	4.67773	0.73006	0.1248	0.01322
886	0.40517	6.24611	0.85553	0.18247	0.00687
887	0.44732	5.46537	0.77396	0.09671	0.01061
888	0.36141	5.5034	0.87398	0.15536	0.00743
889	0.29787	6.41668	0.91903	0.16492	0.00408
890	0.50133	4.72039	0.74962	0.08828	0.03213
891	0.68246	4.4637	0.86169	0.29239	0.02509
892	0.62028	5.37563	0.87004	0.30471	0.01379
893	0.87693	4.63836	0.65891	0.16121	0.01897
894	0.6379	4.12607	0.79966	0.21508	0.02666
895	0.51795	4.81796	0.84762	0.22567	0.01598
896	0.44494	4.4473	0.80414	0.13194	0.02095
897	0.35452	4.48284	0.88511	0.15401	0.01635
898	0.31214	4.51341	0.87597	0.11582	0.01454
899	0.2735	4.63152	0.89049	0.11594	0.01192
900	0.26749	4.94852	0.89787	0.1193	0.00931
901	0.18784	5.14047	0.91039	0.07208	0.00807
902	0.29444	6.65846	0.98806	0.22209	0.00166
903	0.64825	4.4041	0.77211	0.12269	0.08278
904	1.17324	4.1898	0.87933	0.44714	0.05172
905	0.87049	4.57102	0.83647	0.34509	0.03053
906	0.77655	3.94141	0.73516	0.20626	0.0374
907	0.69133	3.64762	0.774	0.24723	0.06002
908	0.63282	3.63767	0.78858	0.24281	0.04463
909	0.51253	4.39537	0.84331	0.23862	0.02568
910	0.40105	4.42024	0.83411	0.15199	0.02009
911	0.38854	3.7675	0.82957	0.13001	0.03448
912	0.53567	4.53384	0.91171	0.29781	0.02023
913	0.46946	4.54471	0.8218	0.16252	0.01655
914	0.31932	4.11548	0.86204	0.108	0.02502
915	0.30501	3.454	0.86124	0.10328	0.05367
916	0.3814	4.39034	0.9249	0.21687	0.03018
917	0.23139	5.36541	0.93851	0.12334	0.01628
918	0.23793	4.54453	0.87255	0.06735	0.03598
919	0.33152	3.66486	0.88552	0.13412	0.04
920	0.42721	4.81885	0.92985	0.2422	0.02163
921	0.45087	4.91905	0.82873	0.12699	0.0147
922	0.2831	4.861	0.90291	0.10644	0.01215
923	0.2904	4.45176	0.87573	0.10242	0.01778
924	0.24405	5.22269	0.92596	0.12833	0.01056
925	0.25336	4.77252	0.86331	0.06991	0.01398
926	0.46824	5.02958	0.87666	0.22903	0.01066
927	0.81685	3.7077	0.67308	0.13802	0.06193
928	0.78277	3.84348	0.81838	0.28917	0.04567
929	0.79446	3.53618	0.72155	0.1877	0.05015
930	0.57876	4.04988	0.82251	0.21306	0.03253
931	0.49275	4.63223	0.84293	0.20432	0.01945
932	0.32761	4.83989	0.86482	0.11942	0.01362
933	0.30776	3.91891	0.84594	0.09971	0.03651
934	0.51227	4.71745	0.91325	0.2931	0.02061
935	0.48839	4.76338	0.82604	0.18193	0.01615
936	0.30297	3.74175	0.84616	0.09806	0.0288
937	0.44449	4.80187	0.89291	0.24051	0.0161
938	0.40188	4.99651	0.83152	0.1389	0.01182
939	0.3218	4.6013	0.86512	0.12387	0.01567
940	0.30513	5.10429	0.88979	0.14196	0.00996
941	0.29488	4.72217	0.86068	0.09973	0.01693
942	0.3868	5.60416	0.88617	0.19292	0.00948
943	0.60803	4.46881	0.76097	0.10946	0.02937
944	0.7502	4.79339	0.8387	0.2956	0.0184
945	0.53626	5.39748	0.86264	0.20798	0.01072
946	0.54168	4.15692	0.76589	0.12213	0.03935
947	0.72988	4.55274	0.82862	0.31978	0.02369
948	1.00144	3.651	0.63634	0.18694	0.04793
949	0.93774	3.77085	0.79566	0.35785	0.03871
950	0.61168	4.68559	0.85145	0.25884	0.02187
951	0.41448	5.08656	0.86667	0.15272	0.01402
952	0.38863	4.02844	0.83419	0.09701	0.03781
953	1.0333	5.14293	0.95458	0.59282	0.01069
954	0.83067	5.04332	0.82956	0.34773	0.00924
955	0.9891	3.36143	0.68444	0.22648	0.11165
956	1.08107	3.63011	0.80413	0.42981	0.06821
957	0.75028	4.74195	0.88196	0.36362	0.03576
958	0.52366	5.51269	0.84189	0.18685	0.01905
959	0.72905	4.28456	0.67743	0.10423	0.0639
960	0.81144	3.19992	0.70193	0.20757	0.11082
961	0.83647	3.65161	0.8451	0.37503	0.06811
962	0.70648	4.55602	0.84798	0.34195	0.03643
963	0.9646	4.2493	0.61578	0.17831	0.02879
964	0.91017	3.45064	0.69395	0.28923	0.06083
965	0.8498	3.89694	0.79742	0.38286	0.03834
966	1.05178	3.29145	0.64307	0.24593	0.06331
967	0.81648	3.5107	0.75778	0.28233	0.04477
968	0.77215	3.31553	0.72876	0.24524	0.04782
969	0.71071	3.07209	0.71767	0.22423	0.06335
970	0.64052	5.5716	0.94776	0.41199	0.00445
971	0.67091	4.59808	0.79024	0.22325	0.01866
972	0.6056	4.52694	0.83942	0.2638	0.0167
973	0.52321	4.49575	0.81869	0.17915	0.01905
974	0.42719	5.21686	0.90063	0.21457	0.01134
975	0.44923	4.23811	0.79028	0.12099	0.02836
976	0.69785	4.54664	0.85173	0.3285	0.0183
977	0.59172	4.97691	0.82799	0.24451	0.01277
978	0.74861	3.9799	0.72179	0.14981	0.04484
979	0.67447	3.61007	0.77201	0.21117	0.0448
980	0.62345	4.80447	0.84232	0.29052	0.02486
981	0.71162	4.20103	0.7115	0.159	0.0379
982	0.52506	4.13717	0.83223	0.19546	0.03152
983	0.70208	3.10757	0.70588	0.15953	0.09737
984	0.96482	3.5598	0.82896	0.41343	0.06022
985	0.94225	3.68871	0.73567	0.29061	0.04543
986	0.9896	2.76799	0.62683	0.19787	0.12202
987	1.00593	3.81149	0.93117	0.58523	0.02493
988	0.62019	4.83423	0.94832	0.38079	0.01407
989	1.03165	4.1285	0.6792	0.1983	0.03008
990	0.78501	3.04574	0.7401	0.20351	0.09616
991	0.98866	3.51573	0.85195	0.43055	0.05978
992	0.65866	4.33061	0.82876	0.25595	0.03317
993	0.55922	3.85642	0.76148	0.14564	0.03573
994	0.58961	3.27944	0.78176	0.1955	0.05255
995	0.51559	4.34077	0.84614	0.23734	0.0287
996	0.36164	4.74714	0.86635	0.15573	0.0175
997	0.31678	4.31274	0.84463	0.09772	0.02097
998	0.48005	2.84762	0.75038	0.10819	0.17027
999	0.83778	3.29564	0.87147	0.38077	0.09885
1000	0.49779	4.40679	0.91844	0.24718	0.05182
1001	0.30683	5.11814	0.92765	0.14242	0.02774
1002	0.5672	4.29879	0.72343	0.07635	0.03182
1003	0.56112	3.09687	0.75688	0.15421	0.10473
1004	0.63294	4.1253	0.99635	0.4493	0.01739
1005	0.46487	5.03542	0.9711	0.32839	0.01015
1006	0.51691	5.03422	0.81485	0.1704	0.0106
1007	0.33161	4.57145	0.89385	0.13731	0.01757
1008	0.20394	4.5733	0.92418	0.08222	0.01426
1009	0.20682	3.85192	0.9003	0.0734	0.03243
1010	0.55067	4.22889	0.94463	0.31369	0.02186
1011	0.3961	4.89916	0.92094	0.21369	0.01312
1012	0.60775	4.13354	0.73482	0.12047	0.02721
1013	0.47859	3.71704	0.84091	0.18404	0.03608
1014	0.38142	3.89829	0.87037	0.16735	0.02772
1015	0.26592	4.42739	0.8997	0.11895	0.01804
1016	0.21983	4.85304	0.92271	0.10873	0.01224
1017	0.3729	3.86578	0.8226	0.06995	0.07778
1018	0.58766	3.76154	0.89402	0.24361	0.06673
1019	0.47372	4.29716	0.8985	0.22067	0.03805
1020	0.47736	3.67658	0.80921	0.12974	0.04569
1021	0.57879	3.83772	0.9076	0.36263	0.02597
1022	0.71731	3.15099	0.76549	0.26181	0.06807
1023	0.61915	3.67201	0.8262	0.27961	0.04339
1024	0.47018	4.84883	0.86164	0.22879	0.023
1025	0.88372	3.58631	0.67547	0.1276	0.06312
1026	0.79487	3.76288	0.79701	0.28223	0.04572
1027	0.57134	4.38278	0.85092	0.23516	0.02902
1028	0.64132	3.35498	0.73085	0.16375	0.08381
1029	0.59456	3.70326	0.84354	0.26211	0.05261
1030	0.53035	3.69173	0.79825	0.1845	0.04257
